pcode,name,hierarchy,parent_pcode
PH060614002,Alegria,ASM4,PH060614000
PH063016004,Alegria,ASM4,PH063016000
PH067905001,Alegria,ASM4,PH067905000
PH071212001,Alegria,ASM4,PH071212000
PH071213001,Alegria,ASM4,PH071213000
PH071229002,Alegria,ASM4,PH071229000
PH072220001,Alegria,ASM4,PH072220000
PH072252001,Alegria,ASM4,PH072252000
PH083707001,Alegria,ASM4,PH083707000
PH083725001,Alegria,ASM4,PH083725000
PH083738001,Alegria,ASM4,PH083738000
PH084818001,Alegria,ASM4,PH084818000
PH086017001,Alegria,ASM4,PH086017000
PH086023001,Alegria,ASM4,PH086023000
PH087804001,Alegria,ASM4,PH087804000
PH097224001,Alegria,ASM4,PH097224000
PH097302003,Alegria,ASM4,PH097302000
PH097322001,Alegria,ASM4,PH097322000
PH098301001,Alegria,ASM4,PH098301000
PH103501001,Alegria,ASM4,PH103501000
PH104208001,Alegria,ASM4,PH104208000
PH112505002,Alegria,ASM4,PH112505000
PH124713001,Alegria,ASM4,PH124713000
PH128001001,Alegria,ASM4,PH128001000
PH160308001,Alegria,ASM4,PH160308000
PH166721002,Alegria,ASM4,PH166721000
PH166724002,Alegria,ASM4,PH166724000
PH166814001,Alegria,ASM4,PH166814000
PH175906001,Alegria,ASM4,PH175906000
PH064520002,Alegria,ASM4,PH064520000
PH071228002,Alegria Norte,ASM4,PH071228000
PH071228003,Alegria Sur,ASM4,PH071228000
PH112303001,Alejal,ASM4,PH112303000
PH112402056,Alejandra Navarro (Lasang),ASM4,PH112402000
PH084801001,Alejandro Village (Santiago),ASM4,PH084801000
PH071221001,Alejawan,ASM4,PH071221000
PH071225001,Alejawan,ASM4,PH071225000
PH012823030,Alejo Malasig,ASM4,PH012823000
PH083707002,Alejos,ASM4,PH083707000
PH148106002,Alem,ASM4,PH148106000
PH034918001,Alemania,ASM4,PH034918000
PH071220002,Alemania,ASM4,PH071220000
PH072234001,Alfaco,ASM4,PH072234000
PH036905001,Alfonso,ASM4,PH036905000
PH012910001,Alfonso (Tangaoan),ASM4,PH012910000
PH112402197,Alfonso Angliongto Sr.,ASM4,PH112402000
PH141102136,Alfonso Tabora,ASM4,PH141102000
PH060409002,Alfonso XII,ASM4,PH060409000
PH175317001,Alfonso XIII (Pob.),ASM4,PH175317000
PH101801001,Alga,ASM4,PH101801000
PH175302002,Algeciras,ASM4,PH175302000
PH074606001,Ali-is,ASM4,PH074606000
PH098312020,Ali Alsree,ASM4,PH098312000
PH015524004,Aliaga,ASM4,PH015524000
PH025004003,Aliaga,ASM4,PH025004000
PH051732001,Alianza,ASM4,PH051732000
PH064502002,Alianza,ASM4,PH064502000
PH086003003,Alibaba,ASM4,PH086003000
PH023131001,Alibadabad,ASM4,PH023131000
PH015538001,Alibago,ASM4,PH015538000
PH021512001,Alibago (Villa Maria),ASM4,PH021512000
PH060411003,Alibagon,ASM4,PH060411000
PH175903001,Alibagon,ASM4,PH175903000
PH023114003,Alibagu,ASM4,PH023114000
PH013304001,Alibangsay,ASM4,PH013304000
PH063044003,Alibayog,ASM4,PH063044000
PH124706001,Alibayon,ASM4,PH124706000
PH015541002,Alibeng,ASM4,PH015541000
PH045640001,Alibihaban,ASM4,PH045640000
PH175105001,Alibog,ASM4,PH175105000
PH052008002,Alibuag,ASM4,PH052008000
PH063013006,Alibunan,ASM4,PH063013000
PH043417002,Alibungbungan,ASM4,PH043417000
PH064508002,Alicante,ASM4,PH064508000
PH023108001,Alicaocao,ASM4,PH023108000
PH025701018,Alicia,ASM4,PH025701000
PH097319001,Alicia,ASM4,PH097319000
PH137404001,Alicia,ASM4,PH137404000
PH104323001,Alicomohan,ASM4,PH104323000
PH071232003,Aliguay,ASM4,PH071232000
PH097201001,Aliguay,ASM4,PH097201000
PH045646002,Aliji,ASM4,PH045646000
PH064501002,Alijis,ASM4,PH064501000
PH064530001,Alijis,ASM4,PH064530000
PH015519001,Alilao,ASM4,PH015519000
PH012901001,Alilem Daya (Pob.),ASM4,PH012901000
PH021510004,Alilinu,ASM4,PH021510000
PH045623002,Aliliw,ASM4,PH045623000
PH064512001,Alim,ASM4,PH064512000
PH042103001,Alima,ASM4,PH042103000
PH021519002,Alimanao,ASM4,PH021519000
PH064509001,Alimango,ASM4,PH064509000
PH175319001,Alimanguan,ASM4,PH175319000
PH060414001,Alimbo-Baybay,ASM4,PH060414000
PH051721001,Alimbuyog,ASM4,PH051721000
PH025009002,Alimit,ASM4,PH025009000
PH142706002,Alimit,ASM4,PH142706000
PH021511001,Alimoan,ASM4,PH021511000
PH063030003,Alimodias,ASM4,PH063030000
PH063035006,Alimono,ASM4,PH063035000
PH050516001,Alimsog,ASM4,PH050516000
PH056207001,Alin,ASM4,PH056207000
PH012905001,Alinaay,ASM4,PH012905000
PH023108002,Alinam,ASM4,PH023108000
PH052007001,Alinawan,ASM4,PH052007000
PH140118001,Alinaya,ASM4,PH140118000
PH012925001,Alincaoeg,ASM4,PH012925000
PH097330001,Alindahaw,ASM4,PH097330000
PH042108001,Alingaro,ASM4,PH042108000
PH082609001,Alingarog,ASM4,PH082609000
PH015511001,Alinggan,ASM4,PH015511000
PH063009002,Alinsolong,ASM4,PH063009000
PH153625001,Alinun,ASM4,PH153625000
PH021501001,Alinunu,ASM4,PH021501000
PH030807002,Alion,ASM4,PH030807000
PH153805001,Alip (Pob.),ASM4,PH153805000
PH153618003,Alip Lalabuan,ASM4,PH153618000
PH013313001,Alipang,ASM4,PH013313000
PH015530001,Alipangpang,ASM4,PH015530000
PH166701002,Alipao,ASM4,PH166701000
PH175107001,Alipaoy,ASM4,PH175107000
PH061904007,Alipasiawan,ASM4,PH061904000
PH063014002,Alipata,ASM4,PH063014000
PH043415001,Alipit,ASM4,PH043415000
PH043426001,Alipit,ASM4,PH043426000
PH104322001,Alipuaton,ASM4,PH104322000
PH060416002,Aliputos,ASM4,PH060416000
PH045647001,Alitao,ASM4,PH045647000
PH045627002,Alitap,ASM4,PH045627000
PH045620003,Alitas,ASM4,PH045620000
PH015526001,Alitaya,ASM4,PH015526000
PH021504003,Alitungtung,ASM4,PH021504000
PH112505003,Aliwagwag,ASM4,PH112505000
PH072208002,Aliwanay,ASM4,PH072208000
PH015522001,Aliwekwek,ASM4,PH015522000
PH128007001,Alkikan,ASM4,PH128007000
PH124718001,Allab,ASM4,PH124718000
PH015501001,Allabon,ASM4,PH015501000
PH143209002,Allaguia,ASM4,PH143209000
PH050508002,Allang,ASM4,PH050508000
PH013316001,Allangigan,ASM4,PH013316000
PH023102001,Allangigan,ASM4,PH023102000
PH148102001,Allangigan,ASM4,PH148102000
PH012906001,Allangigan Primero,ASM4,PH012906000
PH012906002,Allangigan Segundo,ASM4,PH012906000
PH021518002,Allasitan,ASM4,PH021518000
PH051719001,Alleomar,ASM4,PH051719000
PH148103001,Allig,ASM4,PH148103000
PH023114004,Allinguigan 1st,ASM4,PH023114000
PH023114005,Allinguigan 2nd,ASM4,PH023114000
PH023114006,Allinguigan 3rd,ASM4,PH023114000
PH025009029,Alloy,ASM4,PH025009000
PH175206029,Alma Villa,ASM4,PH175206000
PH030805002,Almacen,ASM4,PH030805000
PH045649001,Almacen,ASM4,PH045649000
PH025004005,Almaguer North,ASM4,PH025004000
PH025004006,Almaguer South,ASM4,PH025004000
PH137601010,Almanza Dos,ASM4,PH137601000
PH137601001,Almanza Uno,ASM4,PH137601000
PH071203001,Almaria,ASM4,PH071203000
PH063027003,Almeñana,ASM4,PH063027000
PH056216002,Almendras-Cogon (Pob.),ASM4,PH056216000
PH112411001,Almendras (Pob.),ASM4,PH112411000
PH054109002,Almero,ASM4,PH054109000
PH013305028,Almieda,ASM4,PH013305000
PH054119001,Almiñe,ASM4,PH054119000
PH052010001,Almojuela,ASM4,PH052010000
PH050514002,Alnay,ASM4,PH050514000
PH141110002,Alno,ASM4,PH141110000
PH072235001,Alo,ASM4,PH072235000
PH015544002,Alo-o,ASM4,PH015544000
PH050503002,Alobo,ASM4,PH050503000
PH174005001,Alobo,ASM4,PH174005000
PH082619002,Alog,ASM4,PH082619000
PH153612001,Alog,ASM4,PH153612000
PH153628001,Alog,ASM4,PH153628000
PH012803002,Alogoog,ASM4,PH012803000
PH071207001,Aloja,ASM4,PH071207000
PH060606001,Alojipan,ASM4,PH060606000
PH015501002,Aloleng,ASM4,PH015501000
PH023121015,Alomanay,ASM4,PH023121000
PH050514003,Alomon,ASM4,PH050514000
PH060618022,Alon,ASM4,PH060618000
PH045618002,Aloneros,ASM4,PH045618000
PH153806001,Alonganan,ASM4,PH153806000
PH153836001,Alonganan,ASM4,PH153836000
PH050507001,Alongong,ASM4,PH050507000
PH103516001,Aloon,ASM4,PH103516000
PH015503001,Alos,ASM4,PH015503000
PH103517001,Alowin,ASM4,PH103517000
PH045647019,Alsam Ibaba,ASM4,PH045647000
PH045647025,Alsam Ilaya,ASM4,PH045647000
PH012823003,Alsem,ASM4,PH012823000
PH083738108,Alta Vista,ASM4,PH083738000
PH112401002,Alta Vista,ASM4,PH112401000
PH054118001,Altavista,ASM4,PH054118000
PH072238002,Altavista,ASM4,PH072238000
PH083708001,Altavista,ASM4,PH083708000
PH083734002,Altavista,ASM4,PH083734000
PH051734002,Alteza,ASM4,PH051734000
PH041031003,Altura-South,ASM4,PH041031000
PH041031001,Altura Bata,ASM4,PH041031000
PH041031002,Altura Matanda,ASM4,PH041031000
PH156617002,Alu-Duyong,ASM4,PH156617000
PH156614013,Alu-Kabingaan,ASM4,PH156614000
PH156608001,Alu Bunah,ASM4,PH156608000
PH156617001,Alu Bus-Bus,ASM4,PH156617000
PH156609024,Alu Layag-Layag,ASM4,PH156609000
PH156609002,Alu Pangkoh,ASM4,PH156609000
PH034925001,Alua,ASM4,PH034925000
PH160201003,Alubijid,ASM4,PH160201000
PH021525001,Alucao,ASM4,PH021525000
PH021508025,Alucao Weste (San Lorenzo*),ASM4,PH021508000
PH013316002,Aludaid,ASM4,PH013316000
PH101302001,Aludas,ASM4,PH101302000
PH082621001,Alugan,ASM4,PH082621000
PH063025003,Alugmawa,ASM4,PH063025000
PH034931002,Alula,ASM4,PH034931000
PH012908001,Aluling,ASM4,PH012908000
PH042110002,Alulod,ASM4,PH042110000
PH071226001,Alumar,ASM4,PH071226000
PH043417003,Alumbrado,ASM4,PH043417000
PH153618004,Alumpang Paino Mimbalay,ASM4,PH153618000
PH104310001,Aluna,ASM4,PH104310000
PH023122002,Alunan (Pob.),ASM4,PH023122000
PH144405001,Alunogan,ASM4,PH144405000
PH041021001,Alupay,ASM4,PH041021000
PH045639001,Alupay,ASM4,PH045639000
PH045647002,Alupay,ASM4,PH045647000
PH045630001,Alupaye,ASM4,PH045630000
PH063045001,Alupidian,ASM4,PH063045000
PH037112001,Alusiis,ASM4,PH037112000
PH045606001,Aluyon,ASM4,PH045606000
PH060612001,Alvañiz,ASM4,PH060612000
PH112504001,Alvar,ASM4,PH112504000
PH097208001,Alvenda,ASM4,PH097208000
PH036916003,Alvindia Segundo,ASM4,PH036916000
PH037108001,Alwa,ASM4,PH037108000
PH013306002,Alzate,ASM4,PH013306000
PH124706048,Amabel,ASM4,PH124706000
PH015524005,Amacalan,ASM4,PH015524000
PH036906002,Amacalan,ASM4,PH036906000
PH148106022,Amado,ASM4,PH148106000
PH166802001,Amag,ASM4,PH166802000
PH045632001,Amaga,ASM4,PH045632000
PH061916002,Amaga,ASM4,PH061916000
PH086404001,Amaga,ASM4,PH086404000
PH086406001,Amaga,ASM4,PH086406000
PH166801001,Amaga,ASM4,PH166801000
PH015530002,Amagbagan,ASM4,PH015530000
PH015541003,Amagbagan,ASM4,PH015541000
PH037110001,Amagna (Pob.),ASM4,PH037110000
PH083707003,Amagos,ASM4,PH083707000
PH086401001,Amagusan,ASM4,PH086401000
PH083706002,Amahit,ASM4,PH083706000
PH015519002,Amalbalan,ASM4,PH015519000
PH013320001,Amallapay,ASM4,PH013320000
PH150711001,Amaloy,ASM4,PH150711000
PH063037002,Amamaros,ASM4,PH063037000
PH086010001,Amambucale,ASM4,PH086010000
PH086003004,Amampacang,ASM4,PH086003000
PH015511002,Amamperez,ASM4,PH015511000
PH015547001,Amamperez,ASM4,PH015547000
PH072216002,Amancion,ASM4,PH072216000
PH015513001,Amancoro,ASM4,PH015513000
PH015511003,Amancosiling Norte,ASM4,PH015511000
PH015511004,Amancosiling Sur,ASM4,PH015511000
PH083746001,Amandangay,ASM4,PH083746000
PH086002001,Amandayehan,ASM4,PH086002000
PH015503002,Amandiego,ASM4,PH015503000
PH015503003,Amangbangan,ASM4,PH015503000
PH083748002,Amanluran,ASM4,PH083748000
PH015528001,Amanoaoac,ASM4,PH015528000
PH015526002,Amansabina,ASM4,PH015526000
PH082604002,Amantacop,ASM4,PH082604000
PH086010015,Amantillo,ASM4,PH086010000
PH060617002,Amar,ASM4,PH060617000
PH012924001,Amarao,ASM4,PH012924000
PH015544003,Amaronan,ASM4,PH015544000
PH124704001,Amas,ASM4,PH124704000
PH175306001,Amas,ASM4,PH175306000
PH175909002,Amatong,ASM4,PH175909000
PH072252002,Amatugan,ASM4,PH072252000
PH042120001,Amaya I,ASM4,PH042120000
PH042120028,Amaya II,ASM4,PH042120000
PH042120029,Amaya III,ASM4,PH042120000
PH042120030,Amaya IV,ASM4,PH042120000
PH042120031,Amaya V,ASM4,PH042120000
PH042120032,Amaya VI,ASM4,PH042120000
PH042120033,Amaya VII,ASM4,PH042120000
PH064520003,Amayco,ASM4,PH064520000
PH063038002,Amayong,ASM4,PH063038000
PH124704002,Amazion,ASM4,PH124704000
PH015508001,Ambabaay,ASM4,PH015508000
PH142703001,Ambabag,ASM4,PH142703000
PH083708002,Ambacan,ASM4,PH083708000
PH086403001,Ambacon,ASM4,PH086403000
PH160207001,Ambacon,ASM4,PH160207000
PH153806002,Ambadao,ASM4,PH153806000
PH160202004,Ambago,ASM4,PH160202000
PH144403002,Ambaguio,ASM4,PH144403000
PH015533001,Ambalangan-Dalin,ASM4,PH015533000
PH023135002,Ambalatungan,ASM4,PH023135000
PH012933002,Ambalayat,ASM4,PH012933000
PH126318001,Ambalgan,ASM4,PH126318000
PH036908001,Ambalingit,ASM4,PH036908000
PH013312001,Ambalite,ASM4,PH013312000
PH013312002,Ambangonan,ASM4,PH013312000
PH013313002,Ambangonan,ASM4,PH013313000
PH086404002,Ambao,ASM4,PH086404000
PH013311004,Ambaracao Norte,ASM4,PH013311000
PH013311005,Ambaracao Sur,ASM4,PH013311000
PH063046003,Ambarihon,ASM4,PH063046000
PH142705002,Ambasa,ASM4,PH142705000
PH034918002,Ambasador Alzate Village,ASM4,PH034918000
PH144409003,Ambasing,ASM4,PH144409000
PH141114001,Ambassador,ASM4,PH141114000
PH023124001,Ambatali,ASM4,PH023124000
PH143215001,Ambato Legleg,ASM4,PH143215000
PH015511005,Ambayat I,ASM4,PH015511000
PH015511006,Ambayat II,ASM4,PH015511000
PH175103002,Ambil,ASM4,PH175103000
PH061910004,Ambilay,ASM4,PH061910000
PH141102126,Ambiong,ASM4,PH141102000
PH141110003,Ambiong,ASM4,PH141110000
PH013301001,Ambitacay,ASM4,PH013301000
PH013317001,Ambitacay,ASM4,PH013317000
PH153807001,Ambolodto,ASM4,PH153807000
PH054101001,Ambolong,ASM4,PH054101000
PH060404001,Ambolong,ASM4,PH060404000
PH153617001,Ambolong,ASM4,PH153617000
PH015517001,Ambonao,ASM4,PH015517000
PH141114002,Ambongdolan,ASM4,PH141114000
PH063040001,Amboyu-an,ASM4,PH063040000
PH071213002,Ambuan,ASM4,PH071213000
PH012927002,Ambucao,ASM4,PH012927000
PH141104001,Ambuclao,ASM4,PH141104000
PH015517002,Ambuetel,ASM4,PH015517000
PH012904001,Ambugat,ASM4,PH012904000
PH012914002,Ambulogan,ASM4,PH012914000
PH097341014,Ambulon,ASM4,PH097341000
PH041031004,Ambulong,ASM4,PH041031000
PH063028004,Ambulong,ASM4,PH063028000
PH175110001,Ambulong,ASM4,PH175110000
PH175906002,Ambulong,ASM4,PH175906000
PH175908003,Ambulong,ASM4,PH175908000
PH157011001,Ambulong Sapal,ASM4,PH157011000
PH142711001,Amduntog,ASM4,PH142711000
PH074602001,Amdus,ASM4,PH074602000
PH061912003,Ameligan,ASM4,PH061912000
PH063012002,Amerang,ASM4,PH063012000
PH063029005,Amerang,ASM4,PH063029000
PH141105002,Amgaleyguey,ASM4,PH141105000
PH142701001,Amganad,ASM4,PH142701000
PH083708003,Amguhan,ASM4,PH083708000
PH012906003,Amguid,ASM4,PH012906000
PH137404002,Amihan,ASM4,PH137404000
PH025010002,Amilong Labeng,ASM4,PH025010000
PH012901002,Amilongan,ASM4,PH012901000
PH064514001,Amin,ASM4,PH064514000
PH074618002,Amio,ASM4,PH074618000
PH063031003,Amiroy,ASM4,PH063031000
PH015543002,Amistad,ASM4,PH015543000
PH023101001,Amistad,ASM4,PH023101000
PH153617069,Amito Marantao,ASM4,PH153617000
PH013313003,Amlang,ASM4,PH013313000
PH143213002,Amlao,ASM4,PH143213000
PH141105003,Amlimay,ASM4,PH141105000
PH051705005,Amlongan (Del Rosario),ASM4,PH051705000
PH143209003,Ammacian,ASM4,PH143209000
PH021507001,Ammubuan,ASM4,PH021507000
PH025001001,Ammueg,ASM4,PH025001000
PH023136001,Ammugauan,ASM4,PH023136000
PH023108003,Amobocan,ASM4,PH023108000
PH050514004,Amoguis,ASM4,PH050514000
PH051717003,Amoguis,ASM4,PH051717000
PH174001003,Amoingon,ASM4,PH174001000
PH045620004,Amolongin,ASM4,PH045620000
PH051730003,Amomokpok,ASM4,PH051730000
PH056206001,Amomonting,ASM4,PH056206000
PH043416001,Amonoy,ASM4,PH043416000
PH045625001,Amontay,ASM4,PH045625000
PH045634001,Amontay,ASM4,PH045634000
PH160209002,Amontay,ASM4,PH160209000
PH166719001,Amontay,ASM4,PH166719000
PH166814002,Amontay,ASM4,PH166814000
PH064503001,Amontay,ASM4,PH064503000
PH013315002,Amontoc,ASM4,PH013315000
PH118202016,Amor Cruz,ASM4,PH118202000
PH063021002,Amorogtong,ASM4,PH063021000
PH104307001,Amoros,ASM4,PH104307000
PH054101002,Amoroy,ASM4,PH054101000
PH166717002,Amoslog,ASM4,PH166717000
PH045606002,Amot,ASM4,PH045606000
PH153630001,Amoyong,ASM4,PH153630000
PH025006011,Ampakling,ASM4,PH025006000
PH140114001,Ampalioc,ASM4,PH140114000
PH012922001,Ampandula,ASM4,PH012922000
PH153601001,Ampao,ASM4,PH153601000
PH051721002,Amparado (Pob.),ASM4,PH051721000
PH060612002,Amparo,ASM4,PH060612000
PH063036002,Amparo,ASM4,PH063036000
PH086408002,Amparo,ASM4,PH086408000
PH160202006,Amparo,ASM4,PH160202000
PH118202017,Ampawid,ASM4,PH118202000
PH160202007,Ampayon,ASM4,PH160202000
PH104322002,Ampenican,ASM4,PH104322000
PH104323002,Ampianga,ASM4,PH104323000
PH045811001,Ampid I,ASM4,PH045811000
PH045811011,Ampid II,ASM4,PH045811000
PH083708004,Ampihanon,ASM4,PH083708000
PH128007002,Ampon,ASM4,PH128007000
PH072247001,Ampongol,ASM4,PH072247000
PH012926002,Ampuagan,ASM4,PH012926000
PH153802001,Ampuan,ASM4,PH153802000
PH141106001,Ampucao,ASM4,PH141106000
PH141103001,Ampusongan,ASM4,PH141103000
PH035401035,Amsic,ASM4,PH035401000
PH128004001,Amsipit,ASM4,PH128004000
PH140102001,Amti,ASM4,PH140102000
PH050508003,Amtic,ASM4,PH050508000
PH140126002,Amtuagan,ASM4,PH140126000
PH036916004,Amucao,ASM4,PH036916000
PH045628002,Amuguis,ASM4,PH045628000
PH037105001,Amungan,ASM4,PH037105000
PH021514001,Amunitan,ASM4,PH021514000
PH063012003,Amurao,ASM4,PH063012000
PH054101003,Amutag,ASM4,PH054101000
PH042101001,Amuyong,ASM4,PH042101000
PH043414001,Amuyong,ASM4,PH043414000
PH086404003,An-an,ASM4,PH086404000
PH012903002,An-annam,ASM4,PH012903000
PH012901003,Anaao,ASM4,PH012901000
PH142701002,Anaba,ASM4,PH142701000
PH144408001,Anabel,ASM4,PH144408000
PH063027004,Anabo,ASM4,PH063027000
PH042109003,Anabu I-A,ASM4,PH042109000
PH042109029,Anabu I-B,ASM4,PH042109000
PH042109030,Anabu I-C,ASM4,PH042109000
PH042109031,Anabu I-D,ASM4,PH042109000
PH042109032,Anabu I-E,ASM4,PH042109000
PH042109033,Anabu I-F,ASM4,PH042109000
PH042109034,Anabu I-G,ASM4,PH042109000
PH042109004,Anabu II-A,ASM4,PH042109000
PH042109035,Anabu II-B,ASM4,PH042109000
PH042109036,Anabu II-C,ASM4,PH042109000
PH042109037,Anabu II-D,ASM4,PH042109000
PH042109038,Anabu II-E,ASM4,PH042109000
PH042109039,Anabu II-F,ASM4,PH042109000
PH086022001,Anagasi,ASM4,PH086022000
PH021521001,Anagguan,ASM4,PH021521000
PH086402037,Anahao,ASM4,PH086402000
PH175909003,Anahao,ASM4,PH175909000
PH166818002,Anahao Bag-o,ASM4,PH166818000
PH166818003,Anahao Daan,ASM4,PH166818000
PH083720001,Anahaw,ASM4,PH083720000
PH166701011,Anahaw,ASM4,PH166701000
PH064511001,Anahaw,ASM4,PH064511000
PH051606012,Anahaw (Pob.),ASM4,PH051606000
PH042118050,Anahaw I,ASM4,PH042118000
PH042118054,Anahaw II,ASM4,PH042118000
PH045607002,Anahawan,ASM4,PH045607000
PH083707004,Anahawan,ASM4,PH083707000
PH086418001,Anahawan,ASM4,PH086418000
PH160314002,Anahawan,ASM4,PH160314000
PH074609001,Anahawan,ASM4,PH074609000
PH083739001,Anahaway,ASM4,PH083739000
PH101315001,Anahawon,ASM4,PH101315000
PH072205002,Anajao,ASM4,PH072205000
PH166710001,Anajawan,ASM4,PH166710000
PH025706001,Anak,ASM4,PH025706000
PH041012001,Anak-Dagat,ASM4,PH041012000
PH156605001,Anak Jati,ASM4,PH156605000
PH104308003,Anakan,ASM4,PH104308000
PH015509001,Anambongan,ASM4,PH015509000
PH051606001,Anameam,ASM4,PH051606000
PH015532003,Anando,ASM4,PH015532000
PH052010002,Ananong,ASM4,PH052010000
PH023106002,Anao,ASM4,PH023106000
PH023126001,Anao,ASM4,PH023126000
PH035413002,Anao,ASM4,PH035413000
PH072225001,Anao,ASM4,PH072225000
PH142709001,Anao,ASM4,PH142709000
PH012818003,Anao (Pob.),ASM4,PH012818000
PH015516001,Anapao (Bur Anapac),ASM4,PH015516000
PH072216003,Anapog,ASM4,PH072216000
PH072243001,Anapog,ASM4,PH072243000
PH174004001,Anapog-Sibucao,ASM4,PH174004000
PH124718002,Anapolon,ASM4,PH124718000
PH045607003,Anas,ASM4,PH045607000
PH054111001,Anas,ASM4,PH054111000
PH071247002,Anas,ASM4,PH071247000
PH153635054,Anas,ASM4,PH153635000
PH045648001,Anastacia (Tagbak),ASM4,PH045648000
PH097210001,Anastacio,ASM4,PH097210000
PH045630002,Añato,ASM4,PH045630000
PH045636001,Anawan,ASM4,PH045636000
PH051728001,Anayan,ASM4,PH051728000
PH140125003,Anayan,ASM4,PH140125000
PH025002016,Anayo,ASM4,PH025002000
PH141107002,Anchukey,ASM4,PH141107000
PH023104001,Andabuen,ASM4,PH023104000
PH060407001,Andagaw,ASM4,PH060407000
PH034930001,Andal Alino (Pob.),ASM4,PH034930000
PH156610001,Andalan,ASM4,PH156610000
PH156613001,Andalan,ASM4,PH156613000
PH156619001,Andalan,ASM4,PH156619000
PH104310002,Andales,ASM4,PH104310000
PH015527001,Andangin,ASM4,PH015527000
PH118202018,Andap,ASM4,PH118202000
PH118210013,Andap,ASM4,PH118210000
PH023108004,Andarayan,ASM4,PH023108000
PH023118002,Andarayan,ASM4,PH023118000
PH021527001,Andarayan North,ASM4,PH021527000
PH021527037,Andarayan South,ASM4,PH021527000
PH153836002,Andavit,ASM4,PH153836000
PH103503001,Andil,ASM4,PH103503000
PH103509002,Andil,ASM4,PH103509000
PH118206001,Andili,ASM4,PH118206000
PH082604003,Ando,ASM4,PH082604000
PH045644002,Andres Bonifacio,ASM4,PH045644000
PH063040002,Andres Bonifacio,ASM4,PH063040000
PH083724002,Andres Bonifacio,ASM4,PH083724000
PH175206003,Andres Bonifacio,ASM4,PH175206000
PH064504001,Andres Bonifacio,ASM4,PH064504000
PH064523001,Andres Bonifacio,ASM4,PH064523000
PH141102117,Andres Bonifacio (Lower Bokawkan),ASM4,PH141102000
PH025703001,Andres Bonifacio (Pob.),ASM4,PH025703000
PH175208025,Andres Ilagan (Mag-asawang Tubig),ASM4,PH175208000
PH097219004,Andres Micubo Jr. (Balili),ASM4,PH097219000
PH064513001,Andulauan,ASM4,PH064513000
PH013320002,Anduyan,ASM4,PH013320000
PH023118003,Aneg,ASM4,PH023118000
PH140101002,Angad,ASM4,PH140101000
PH112402174,Angalan,ASM4,PH112402000
PH023106003,Angancasilian,ASM4,PH023106000
PH103502003,Angandog (Bulao),ASM4,PH103502000
PH021528004,Angang,ASM4,PH021528000
PH063017002,Angare,ASM4,PH063017000
PH015515001,Angarian,ASM4,PH015515000
PH051601001,Angas,ASM4,PH051601000
PH060404002,Angas,ASM4,PH060404000
PH160310001,Angas,ASM4,PH160310000
PH174005002,Angas,ASM4,PH174005000
PH015545001,Angatel,ASM4,PH015545000
PH015507001,Angayan Norte,ASM4,PH015507000
PH015507002,Angayan Sur,ASM4,PH015507000
PH103502004,Angayen (Balut),ASM4,PH103502000
PH037109001,Angeles,ASM4,PH037109000
PH045602001,Angeles,ASM4,PH045602000
PH045603001,Angeles,ASM4,PH045603000
PH097328042,Angeles,ASM4,PH097328000
PH160304009,Angeles,ASM4,PH160304000
PH045647003,Angeles Zone I (Pob.),ASM4,PH045647000
PH045647004,Angeles Zone II,ASM4,PH045647000
PH045647005,Angeles Zone III,ASM4,PH045647000
PH045647006,Angeles Zone IV,ASM4,PH045647000
PH101302002,Angga-an,ASM4,PH101302000
PH143214001,Anggacan,ASM4,PH143214000
PH143214014,Anggacan Sur,ASM4,PH143214000
PH012808001,Anggapang Norte,ASM4,PH012808000
PH012808002,Anggapang Sur,ASM4,PH012808000
PH071204001,Angilan,ASM4,PH071204000
PH071221002,Angilan,ASM4,PH071221000
PH072204001,Angilan,ASM4,PH072204000
PH156619002,Angilan,ASM4,PH156619000
PH013311006,Angin,ASM4,PH013311000
PH015533002,Angio,ASM4,PH015533000
PH153813001,Angkayamat,ASM4,PH153813000
PH144409004,Angkeling,ASM4,PH144409000
PH012925002,Angkileng,ASM4,PH012925000
PH043407001,Anglas,ASM4,PH043407000
PH086002002,Anglit,ASM4,PH086002000
PH023112001,Angoluan,ASM4,PH023112000
PH012807001,Angset,ASM4,PH012807000
PH061901004,Angub,ASM4,PH061901000
PH051723001,Angustia (Angustia Inapatan),ASM4,PH051723000
PH045647007,Angustias Zone I (Pob.),ASM4,PH045647000
PH045647008,Angustias Zone II,ASM4,PH045647000
PH045647009,Angustias Zone III,ASM4,PH045647000
PH045647010,Angustias Zone IV,ASM4,PH045647000
PH086011001,Angyap,ASM4,PH086011000
